Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty,SEO Title,SEO Description
plantationvigor-max,,,,,,,Size,25 L,plantationvigor-max-25l,14070,100,,
floweringcrop-boost,FloweringCrop Boost,"<p>FloweringCrop Boost is a professionally formulated Flowering stage specialty agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports crop-specific program for fruits while helping improve root growth, enhance flowering, and increase yield under salinity. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Farmers use FloweringCrop Boost in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>crop-targeted nutrition and protection</li><li>improves marketable yield</li><li>local pest-disease alignment</li><li>advisory program ready</li><li>dealer bundle friendly</li><li>stage-wise guidance</li></ul><p><strong>Suitable crops:</strong> fruits, related spices, vegetables, and plantation crops in same agro-climate</p><p><strong>Application:</strong> foliar spray, drip irrigation, drenching, fertigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water; 2–3 L/acre drip</p>",Morbeez,Crop Special Products,"fruits agriculture, Flowering Crop Special, crop program, Morbeez fruits, yield booster",TRUE,Size,500 ml,floweringcrop-boost-500ml,457,100,FloweringCrop Boost,"FloweringCrop Boost is a professionally formulated Flowering stage specialty agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports crop-specific program for fruits while helping improve root growth, enhance flowering, and increase yield under sali"
floweringcrop-boost,,,,,,,Size,1 L,floweringcrop-boost-1l,788,100,,
floweringcrop-boost,,,,,,,Size,5 L,floweringcrop-boost-5l,3270,100,,
floweringcrop-boost,,,,,,,Size,10 L,floweringcrop-boost-10l,6107,100,,
floweringcrop-boost,,,,,,,Size,25 L,floweringcrop-boost-25l,13554,100,,
paddyblast-program,PaddyBlast Program,"<p>PaddyBlast Program is a professionally formulated Paddy blast management agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports crop-specific program for paddy while helping improve root growth, enhance flowering, and increase yield under waterlogging recovery. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>crop-targeted nutrition and protection</li><li>improves marketable yield</li><li>local pest-disease alignment</li><li>advisory program ready</li><li>dealer bundle friendly</li><li>stage-wise guidance</li></ul><p><strong>Suitable crops:</strong> paddy, related spices, vegetables, and plantation crops in same agro-climate</p><p><strong>Application:</strong> foliar spray, drip irrigation, drenching, fertigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water; 2–3 L/acre drip</p>",Morbeez,Crop Special Products,"paddy agriculture, Paddy Special, crop program, Morbeez paddy, yield booster",TRUE,Size,500 ml,paddyblast-program-500ml,434,100,PaddyBlast Program,"PaddyBlast Program is a professionally formulated Paddy blast management agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports crop-specific program for paddy while helping improve root growth, enhance flowering, and increase yield under waterlogg"
paddyblast-program,,,,,,,Size,1 L,paddyblast-program-1l,748,100,,
paddyblast-program,,,,,,,Size,5 L,paddyblast-program-5l,3104,100,,
paddyblast-program,,,,,,,Size,10 L,paddyblast-program-10l,5797,100,,
paddyblast-program,,,,,,,Size,25 L,paddyblast-program-25l,12866,100,,
turmericrhizome-care,TurmericRhizome Care,"<p>TurmericRhizome Care is a professionally formulated Turmeric nutrition program agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports crop-specific program for turmeric while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>crop-targeted nutrition and protection</li><li>improves marketable yield</li><li>local pest-disease alignment</li><li>advisory program ready</li><li>dealer bundle friendly</li><li>stage-wise guidance</li></ul><p><strong>Suitable crops:</strong> turmeric, related spices, vegetables, and plantation crops in same agro-climate</p><p><strong>Application:</strong> foliar spray, drip irrigation, drenching, fertigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water; 2–3 L/acre drip</p>",Morbeez,Crop Special Products,"turmeric agriculture, Spice Special, crop program, Morbeez turmeric, yield booster",TRUE,Size,500 ml,turmericrhizome-care-500ml,416,100,TurmericRhizome Care,"TurmericRhizome Care is a professionally formulated Turmeric nutrition program agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports crop-specific program for turmeric while helping improve root growth, enhance flowering, and increase yield under "
turmericrhizome-care,,,,,,,Size,1 L,turmericrhizome-care-1l,718,100,,
turmericrhizome-care,,,,,,,Size,5 L,turmericrhizome-care-5l,2980,100,,
turmericrhizome-care,,,,,,,Size,10 L,turmericrhizome-care-10l,5565,100,,
turmericrhizome-care,,,,,,,Size,25 L,turmericrhizome-care-25l,12350,100,,
chillithrips-program,ChilliThrips Program,"<p>ChilliThrips Program is a professionally formulated Chilli thrips IPM agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports crop-specific program for chilli while helping improve root growth, enhance flowering, and increase yield under drought. Farmers use ChilliThrips Program in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Farmers use ChilliThrips Program in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>crop-targeted nutrition and protection</li><li>improves marketable yield</li><li>local pest-disease alignment</li><li>advisory program ready</li><li>dealer bundle friendly</li><li>stage-wise guidance</li></ul><p><strong>Suitable crops:</strong> chilli, related spices, vegetables, and plantation crops in same agro-climate</p><p><strong>Application:</strong> foliar spray, drip irrigation, drenching, fertigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water; 2–3 L/acre drip</p>",Morbeez,Crop Special Products,"chilli agriculture, Vegetable Special, crop program, Morbeez chilli, yield booster",TRUE,Size,500 ml,chillithrips-program-500ml,469,100,ChilliThrips Program,"ChilliThrips Program is a professionally formulated Chilli thrips IPM agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports crop-specific program for chilli while helping improve root growth, enhance flowering, and increase yield under drought. Fa"
chillithrips-program,,,,,,,Size,1 L,chillithrips-program-1l,808,100,,
chillithrips-program,,,,,,,Size,5 L,chillithrips-program-5l,3353,100,,
chillithrips-program,,,,,,,Size,10 L,chillithrips-program-10l,6262,100,,
chillithrips-program,,,,,,,Size,25 L,chillithrips-program-25l,13898,100,,
tomatoquality-set,TomatoQuality Set,"<p>TomatoQuality Set is a professionally formulated Tomato Ca-B quality agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports crop-specific program for tomato while helping improve root growth, enhance flowering, and increase yield under heat. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>crop-targeted nutrition and protection</li><li>improves marketable yield</li><li>local pest-disease alignment</li><li>advisory program ready</li><li>dealer bundle friendly</li><li>stage-wise guidance</li></ul><p><strong>Suitable crops:</strong> tomato, related spices, vegetables, and plantation crops in same agro-climate</p><p><strong>Application:</strong> foliar spray, drip irrigation, drenching, fertigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water; 2–3 L/acre drip</p>",Morbeez,Crop Special Products,"tomato agriculture, Vegetable Special, crop program, Morbeez tomato, yield booster",TRUE,Size,500 ml,tomatoquality-set-500ml,405,100,TomatoQuality Set,"TomatoQuality Set is a professionally formulated Tomato Ca-B quality agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports crop-specific program for tomato while helping improve root growth, enhance flowering, and increase yield under heat. Compat"
tomatoquality-set,,,,,,,Size,1 L,tomatoquality-set-1l,698,100,,
tomatoquality-set,,,,,,,Size,5 L,tomatoquality-set-5l,2897,100,,
tomatoquality-set,,,,,,,Size,10 L,tomatoquality-set-10l,5410,100,,
tomatoquality-set,,,,,,,Size,25 L,tomatoquality-set-25l,12006,100,,
grapesdowny-program,GrapesDowny Program,"<p>GrapesDowny Program is a professionally formulated Grape downy mildew agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports crop-specific program for grapes while helping improve root growth, enhance flowering, and increase yield under salinity. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>crop-targeted nutrition and protection</li><li>improves marketable yield</li><li>local pest-disease alignment</li><li>advisory program ready</li><li>dealer bundle friendly</li><li>stage-wise guidance</li></ul><p><strong>Suitable crops:</strong> grapes, related spices, vegetables, and plantation crops in same agro-climate</p><p><strong>Application:</strong> foliar spray, drip irrigation, drenching, fertigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water; 2–3 L/acre drip</p>",Morbeez,Crop Special Products,"grapes agriculture, Fruit Special, crop program, Morbeez grapes, yield booster",TRUE,Size,500 ml,grapesdowny-program-500ml,509,100,GrapesDowny Program,"GrapesDowny Program is a professionally formulated Grape downy mildew agriculture input designed for Indian field, vegetable, and plantation production systems. This crop special products supports crop-specific program for grapes while helping improve root growth, enhance flowering, and increase yield under salinity. I"
grapesdowny-program,,,,,,,Size,1 L,grapesdowny-program-1l,878,100,,
grapesdowny-program,,,,,,,Size,5 L,grapesdowny-program-5l,3644,100,,
grapesdowny-program,,,,,,,Size,10 L,grapesdowny-program-10l,6805,100,,
grapesdowny-program,,,,,,,Size,25 L,grapesdowny-program-25l,15102,100,,
m-triac-5l-pack,M TRIAC 5L Pack,"<p>M TRIAC is a natural plant growth promoter with Triacontanol 0.1% EC that enhances photosynthesis, nutrient use efficiency, and stress tolerance in ginger, vegetables, spices, and plantation crops. It promotes cell elongation, tillering, rooting, and improves flowering, fruit set, and grain filling. Suitable for drip and foliar application with low dose–high performance economics. Compatible with biofertilizers and organic inputs; avoid strong chemical mixes without a jar test. Morbeez M TRIAC supports crop vigor, improves nutrient uptake, and helps increase yield and quality across all growing conditions. Available in economical 5 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>promotes natural plant growth</li><li>enhances photosynthesis</li><li>improves nutrient use efficiency</li><li>increases tillering and rooting</li><li>improves flowering and fruit set</li><li>enhances abiotic stress tolerance</li><li>low dose high performance</li><li>organic farming compatible</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, drip irrigation, soil application</p><p><strong>Dosage (200 L):</strong> 200–400 ml per 200 L water (foliar at 1–2 ml/L); drip 1–2 L/acre</p>",Morbeez,Plant Growth Regulators,"M TRIAC, Triacontanol 0.1% EC, plant growth regulator, PGR, bio stimulant, photosynthesis enhancer, yield booster, Morbeez, foliar spray, drip irrigation, bulk pack, 5 L",TRUE,Size,500 ml,m-triac-5l-pack-500ml,1528,100,M TRIAC 5L Pack,"M TRIAC is a natural plant growth promoter with Triacontanol 0.1% EC that enhances photosynthesis, nutrient use efficiency, and stress tolerance in ginger, vegetables, spices, and plantation crops. It promotes cell elongation, tillering, rooting, and improves flowering, fruit set, and grain filling. Suitable for drip a"
m-triac-5l-pack,,,,,,,Size,1 L,m-triac-5l-pack-1l,2635,100,,
m-triac-5l-pack,,,,,,,Size,5 L,m-triac-5l-pack-5l,10935,100,,
m-triac-5l-pack,,,,,,,Size,10 L,m-triac-5l-pack-10l,20421,100,,
m-triac-5l-pack,,,,,,,Size,25 L,m-triac-5l-pack-25l,45322,100,,
m-triac-10l-pack,M TRIAC 10L Pack,"<p>M TRIAC is a natural plant growth promoter with Triacontanol 0.1% EC that enhances photosynthesis, nutrient use efficiency, and stress tolerance in ginger, vegetables, spices, and plantation crops. It promotes cell elongation, tillering, rooting, and improves flowering, fruit set, and grain filling. Suitable for drip and foliar application with low dose–high performance economics. Compatible with biofertilizers and organic inputs; avoid strong chemical mixes without a jar test. Morbeez M TRIAC supports crop vigor, improves nutrient uptake, and helps increase yield and quality across all growing conditions. Available in economical 10 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>promotes natural plant growth</li><li>enhances photosynthesis</li><li>improves nutrient use efficiency</li><li>increases tillering and rooting</li><li>improves flowering and fruit set</li><li>enhances abiotic stress tolerance</li><li>low dose high performance</li><li>organic farming compatible</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, drip irrigation, soil application</p><p><strong>Dosage (200 L):</strong> 200–400 ml per 200 L water (foliar at 1–2 ml/L); drip 1–2 L/acre</p>",Morbeez,Plant Growth Regulators,"M TRIAC, Triacontanol 0.1% EC, plant growth regulator, PGR, bio stimulant, photosynthesis enhancer, yield booster, Morbeez, foliar spray, drip irrigation, bulk pack, 10 L",TRUE,Size,500 ml,m-triac-10l-pack-500ml,2930,100,M TRIAC 10L Pack,"M TRIAC is a natural plant growth promoter with Triacontanol 0.1% EC that enhances photosynthesis, nutrient use efficiency, and stress tolerance in ginger, vegetables, spices, and plantation crops. It promotes cell elongation, tillering, rooting, and improves flowering, fruit set, and grain filling. Suitable for drip a"
m-triac-10l-pack,,,,,,,Size,1 L,m-triac-10l-pack-1l,5051,100,,
m-triac-10l-pack,,,,,,,Size,5 L,m-triac-10l-pack-5l,20962,100,,
m-triac-10l-pack,,,,,,,Size,10 L,m-triac-10l-pack-10l,39145,100,,
m-triac-10l-pack,,,,,,,Size,25 L,m-triac-10l-pack-25l,86877,100,,
m-nema-5l-pack,M NEMA 5L Pack,"<p>M NEMA is an advanced biological nematicide with Paecilomyces lilacinus that suppresses root-knot and lesion nematodes by parasitizing eggs and reducing soil populations. It protects the root zone, improves root health and nutrient uptake, and enhances plant vigor and yield without harmful residues. Suitable for soil application, drip irrigation, and foliar spray in ginger, banana, pepper, cardamom, vegetables, and plantation crops. Eco-friendly and compatible with biofertilizers; avoid mixing with strong chemical fertilizers and pesticides. Morbeez M NEMA improves soil health in the rhizosphere and supports sustainable nematode management programs. Available in economical 5 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>suppresses root-knot nematodes</li><li>parasitizes nematode eggs</li><li>protects root zone</li><li>improves root health</li><li>enhances nutrient uptake</li><li>eco-friendly residue-free</li><li>compatible with organic farming</li><li>long-lasting rhizosphere protection</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, foliar spray, drenching</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (foliar at 2–3 ml/L); drip 1–2 L/acre</p>",Morbeez,Bio Pesticides,"M NEMA, Paecilomyces lilacinus, biological nematicide, nematode control, root health, bio pesticide, Morbeez, organic farming, bulk pack, 5 L",TRUE,Size,500 ml,m-nema-5l-pack-500ml,1807,100,M NEMA 5L Pack,"M NEMA is an advanced biological nematicide with Paecilomyces lilacinus that suppresses root-knot and lesion nematodes by parasitizing eggs and reducing soil populations. It protects the root zone, improves root health and nutrient uptake, and enhances plant vigor and yield without harmful residues. Suitable for soil a"
m-nema-5l-pack,,,,,,,Size,1 L,m-nema-5l-pack-1l,3115,100,,
m-nema-5l-pack,,,,,,,Size,5 L,m-nema-5l-pack-5l,12927,100,,
m-nema-5l-pack,,,,,,,Size,10 L,m-nema-5l-pack-10l,24141,100,,
m-nema-5l-pack,,,,,,,Size,25 L,m-nema-5l-pack-25l,53578,100,,
m-nema-10l-pack,M NEMA 10L Pack,"<p>M NEMA is an advanced biological nematicide with Paecilomyces lilacinus that suppresses root-knot and lesion nematodes by parasitizing eggs and reducing soil populations. It protects the root zone, improves root health and nutrient uptake, and enhances plant vigor and yield without harmful residues. Suitable for soil application, drip irrigation, and foliar spray in ginger, banana, pepper, cardamom, vegetables, and plantation crops. Eco-friendly and compatible with biofertilizers; avoid mixing with strong chemical fertilizers and pesticides. Morbeez M NEMA improves soil health in the rhizosphere and supports sustainable nematode management programs. Available in economical 10 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>suppresses root-knot nematodes</li><li>parasitizes nematode eggs</li><li>protects root zone</li><li>improves root health</li><li>enhances nutrient uptake</li><li>eco-friendly residue-free</li><li>compatible with organic farming</li><li>long-lasting rhizosphere protection</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, foliar spray, drenching</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (foliar at 2–3 ml/L); drip 1–2 L/acre</p>",Morbeez,Bio Pesticides,"M NEMA, Paecilomyces lilacinus, biological nematicide, nematode control, root health, bio pesticide, Morbeez, organic farming, bulk pack, 10 L",TRUE,Size,500 ml,m-nema-10l-pack-500ml,3463,100,M NEMA 10L Pack,"M NEMA is an advanced biological nematicide with Paecilomyces lilacinus that suppresses root-knot and lesion nematodes by parasitizing eggs and reducing soil populations. It protects the root zone, improves root health and nutrient uptake, and enhances plant vigor and yield without harmful residues. Suitable for soil a"
m-nema-10l-pack,,,,,,,Size,1 L,m-nema-10l-pack-1l,5971,100,,
m-nema-10l-pack,,,,,,,Size,5 L,m-nema-10l-pack-5l,24780,100,,
m-nema-10l-pack,,,,,,,Size,10 L,m-nema-10l-pack-10l,46275,100,,
m-nema-10l-pack,,,,,,,Size,25 L,m-nema-10l-pack-25l,102701,100,,
m-sea-5l-pack,M SEA 5L Pack,"<p>M SEA is a premium seaweed extract liquid with Ascophyllum nodosum (20% w/v), organic carbon, mannitol, and alginate that improves plant vigor, stress resilience, and yield quality. It stimulates root growth for better absorption, improves flower initiation and fruit development, and enhances nutrient uptake efficiency. Suitable for drought, heat, and salinity stress management in paddy, fruits, vegetables, and spices. Use via soil application, drip, or foliar spray; compatible with bio inputs. Morbeez M SEA is 100% natural, residue-free, and ideal for drip and foliar programs seeking faster crop response and higher productivity. Available in economical 5 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>improves plant vigor</li><li>enhances stress tolerance</li><li>stimulates root growth</li><li>improves flowering and fruit set</li><li>increases yield and shelf life</li><li>natural marine bioactives</li><li>quick absorption</li><li>eco-friendly residue-free</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, drip irrigation, soil application, fertigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (foliar at 2–3 ml/L); drip 1–2 L/acre</p>",Morbeez,Organic Inputs,"M SEA, seaweed extract, Ascophyllum nodosum, bio stimulant, stress reliever, organic input, Morbeez, foliar spray, bulk pack, 5 L",TRUE,Size,500 ml,m-sea-5l-pack-500ml,1667,100,M SEA 5L Pack,"M SEA is a premium seaweed extract liquid with Ascophyllum nodosum (20% w/v), organic carbon, mannitol, and alginate that improves plant vigor, stress resilience, and yield quality. It stimulates root growth for better absorption, improves flower initiation and fruit development, and enhances nutrient uptake efficiency"
m-sea-5l-pack,,,,,,,Size,1 L,m-sea-5l-pack-1l,2875,100,,
m-sea-5l-pack,,,,,,,Size,5 L,m-sea-5l-pack-5l,11931,100,,
m-sea-5l-pack,,,,,,,Size,10 L,m-sea-5l-pack-10l,22281,100,,
m-sea-5l-pack,,,,,,,Size,25 L,m-sea-5l-pack-25l,49450,100,,
m-sea-10l-pack,M SEA 10L Pack,"<p>M SEA is a premium seaweed extract liquid with Ascophyllum nodosum (20% w/v), organic carbon, mannitol, and alginate that improves plant vigor, stress resilience, and yield quality. It stimulates root growth for better absorption, improves flower initiation and fruit development, and enhances nutrient uptake efficiency. Suitable for drought, heat, and salinity stress management in paddy, fruits, vegetables, and spices. Use via soil application, drip, or foliar spray; compatible with bio inputs. Morbeez M SEA is 100% natural, residue-free, and ideal for drip and foliar programs seeking faster crop response and higher productivity. Available in economical 10 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>improves plant vigor</li><li>enhances stress tolerance</li><li>stimulates root growth</li><li>improves flowering and fruit set</li><li>increases yield and shelf life</li><li>natural marine bioactives</li><li>quick absorption</li><li>eco-friendly residue-free</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, drip irrigation, soil application, fertigation</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (foliar at 2–3 ml/L); drip 1–2 L/acre</p>",Morbeez,Organic Inputs,"M SEA, seaweed extract, Ascophyllum nodosum, bio stimulant, stress reliever, organic input, Morbeez, foliar spray, bulk pack, 10 L",TRUE,Size,500 ml,m-sea-10l-pack-500ml,3196,100,M SEA 10L Pack,"M SEA is a premium seaweed extract liquid with Ascophyllum nodosum (20% w/v), organic carbon, mannitol, and alginate that improves plant vigor, stress resilience, and yield quality. It stimulates root growth for better absorption, improves flower initiation and fruit development, and enhances nutrient uptake efficiency"
m-sea-10l-pack,,,,,,,Size,1 L,m-sea-10l-pack-1l,5511,100,,
m-sea-10l-pack,,,,,,,Size,5 L,m-sea-10l-pack-5l,22871,100,,
m-sea-10l-pack,,,,,,,Size,10 L,m-sea-10l-pack-10l,42710,100,,
m-sea-10l-pack,,,,,,,Size,25 L,m-sea-10l-pack-25l,94789,100,,
m-ortho-5l-pack,M ORTHO 5L Pack,"<p>M ORTHO delivers stabilized orthosilicic acid (0.5% w/w) to strengthen cell walls, improve plant structure, and enhance tolerance to abiotic stress in all commercial crops. It promotes healthier, greener growth and improves yield, size, and crop quality through better silicon nutrition. Suitable for foliar spray and drip irrigation; compatible with most fertilizers and pesticides after jar testing. Morbeez M ORTHO supports crop vigor, improves nutrient uptake, and is ideal for plantation, vegetable, and fruit programs requiring lodging and stress resilience. Available in economical 5 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>strengthens cell walls</li><li>improves plant structure</li><li>enhances stress tolerance</li><li>promotes vigorous growth</li><li>improves yield and quality</li><li>stabilized orthosilicic acid</li><li>drip and foliar suitable</li><li>Make in India quality input</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, drip irrigation, fertigation</p><p><strong>Dosage (200 L):</strong> 200–300 ml per 200 L water (foliar at 1.0–1.5 ml/L); drip 1–2 L/acre</p>",Morbeez,Specialty Products,"M ORTHO, orthosilicic acid, silicon fertilizer, stress tolerance, cell wall strength, specialty agriculture, Morbeez, bulk pack, 5 L",TRUE,Size,500 ml,m-ortho-5l-pack-500ml,1612,100,M ORTHO 5L Pack,"M ORTHO delivers stabilized orthosilicic acid (0.5% w/w) to strengthen cell walls, improve plant structure, and enhance tolerance to abiotic stress in all commercial crops. It promotes healthier, greener growth and improves yield, size, and crop quality through better silicon nutrition. Suitable for foliar spray and dr"
m-ortho-5l-pack,,,,,,,Size,1 L,m-ortho-5l-pack-1l,2779,100,,
m-ortho-5l-pack,,,,,,,Size,5 L,m-ortho-5l-pack-5l,11533,100,,
m-ortho-5l-pack,,,,,,,Size,10 L,m-ortho-5l-pack-10l,21537,100,,
m-ortho-5l-pack,,,,,,,Size,25 L,m-ortho-5l-pack-25l,47799,100,,
m-ortho-10l-pack,M ORTHO 10L Pack,"<p>M ORTHO delivers stabilized orthosilicic acid (0.5% w/w) to strengthen cell walls, improve plant structure, and enhance tolerance to abiotic stress in all commercial crops. It promotes healthier, greener growth and improves yield, size, and crop quality through better silicon nutrition. Suitable for foliar spray and drip irrigation; compatible with most fertilizers and pesticides after jar testing. Morbeez M ORTHO supports crop vigor, improves nutrient uptake, and is ideal for plantation, vegetable, and fruit programs requiring lodging and stress resilience. Available in economical 10 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>strengthens cell walls</li><li>improves plant structure</li><li>enhances stress tolerance</li><li>promotes vigorous growth</li><li>improves yield and quality</li><li>stabilized orthosilicic acid</li><li>drip and foliar suitable</li><li>Make in India quality input</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, drip irrigation, fertigation</p><p><strong>Dosage (200 L):</strong> 200–300 ml per 200 L water (foliar at 1.0–1.5 ml/L); drip 1–2 L/acre</p>",Morbeez,Specialty Products,"M ORTHO, orthosilicic acid, silicon fertilizer, stress tolerance, cell wall strength, specialty agriculture, Morbeez, bulk pack, 10 L",TRUE,Size,500 ml,m-ortho-10l-pack-500ml,3090,100,M ORTHO 10L Pack,"M ORTHO delivers stabilized orthosilicic acid (0.5% w/w) to strengthen cell walls, improve plant structure, and enhance tolerance to abiotic stress in all commercial crops. It promotes healthier, greener growth and improves yield, size, and crop quality through better silicon nutrition. Suitable for foliar spray and dr"
m-ortho-10l-pack,,,,,,,Size,1 L,m-ortho-10l-pack-1l,5327,100,,
m-ortho-10l-pack,,,,,,,Size,5 L,m-ortho-10l-pack-5l,22107,100,,
m-ortho-10l-pack,,,,,,,Size,10 L,m-ortho-10l-pack-10l,41284,100,,
m-ortho-10l-pack,,,,,,,Size,25 L,m-ortho-10l-pack-25l,91624,100,,
m-vam-5l-pack,M VAM 5L Pack,"<p>M VAM contains beneficial VAM fungi that form symbiotic associations with roots, expanding root surface area and improving uptake of P, K, Zn, Fe, and micronutrients. It enhances plant vigor, drought and salinity tolerance, soil structure, and yield quality in ginger, spices, fruits, and plantation crops. Apply through soil, drip, or foliar routes; compatible with biofertilizers. Morbeez M VAM improves root growth, supports soil health, and is a trusted mycorrhizal biofertilizer for organic and integrated programs. Available in economical 5 L packs for dealer networks and plantation programs with proportional dilution guidance.</p><ul><li>expands root surface area</li><li>improves P K Zn Fe uptake</li><li>enhances plant vigor</li><li>drought and salinity tolerance</li><li>improves soil structure</li><li>symbiotic root partner</li><li>increases yield quality</li><li>100% natural eco-friendly</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, foliar spray, nursery application</p><p><strong>Dosage (200 L):</strong> 400–600 ml per 200 L water (foliar at 2–3 ml/L); drip 1–2 L/acre</p>",Morbeez,Bio Fertilizers,"M VAM, vesicular arbuscular mycorrhiza, bio fertilizer, root growth, nutrient uptake, Morbeez, VAM liquid, bulk pack, 5 L",TRUE,Size,500 ml,m-vam-5l-pack-500ml,1584,100,M VAM 5L Pack,"M VAM contains beneficial VAM fungi that form symbiotic associations with roots, expanding root surface area and improving uptake of P, K, Zn, Fe, and micronutrients. It enhances plant vigor, drought and salinity tolerance, soil structure, and yield quality in ginger, spices, fruits, and plantation crops. Apply through"
m-vam-5l-pack,,,,,,,Size,1 L,m-vam-5l-pack-1l,2731,100,,
m-vam-5l-pack,,,,,,,Size,5 L,m-vam-5l-pack-5l,11334,100,,
